N,P,K,temperature,humidity,ph,rainfall,label
117.49,42.31,41.44,14.45,61.21,7.15,492.55,wheat
93.42,48.58,85.93,21.09,62.15,6.51,747.88,onion
31.72,48.21,49.11,26.85,64.25,6.26,490.1,groundnut
123.03,46.1,46.17,19.82,40.67,6.78,653.15,wheat
110.68,59.19,54.1,15.69,57.43,6.07,460.8,wheat
29.5,52.08,38.05,21.94,51.15,7.13,484.29,chickpea
46.26,31.46,33.69,29.4,51.41,6.58,948.55,mango
79.4,45.76,64.01,25.43,77.4,5.77,1322.51,turmeric
67.42,25.58,44.83,25.05,53.75,6.85,887.32,mango
92.34,57.79,63.7,29.19,87.18,5.99,1344.22,turmeric
72.6,47.76,52.68,15.32,46.2,6.68,906.79,wheat
172.78,53.58,185.48,24.22,83.29,6.32,1156.21,banana
94.2,40.5,30.83,32.78,78.22,6.2,1205.98,rice
85.93,62.57,51.25,28.09,78.25,6.66,643.93,chilli
84.91,49.71,74.99,24.93,88.84,6.93,1276.09,turmeric
78.32,41.46,30.13,31.68,75.8,6.06,2014.82,rice
45.07,31.05,44.03,33.42,68.48,6.3,1032.34,mango
82.56,53.77,67.63,20.31,79.14,6.75,609.22,onion
90.52,38.6,36.55,30.83,69.24,6.24,640.3,cotton
120.84,96.94,114.56,20.36,64.69,5.79,446.65,potato
82.75,42.37,27.64,25.02,47.71,6.87,821.14,cotton
23.9,45.43,29.16,20.2,39.2,7.04,432.0,chickpea
114.71,72.57,71.91,21.48,65.93,6.48,584.25,tomato
107.66,85.59,125.91,20.23,74.6,5.62,503.5,potato
30.39,44.73,39.29,20.95,52.74,6.42,386.86,chickpea
110.3,69.71,81.71,20.12,59.14,5.97,703.12,tomato
55.0,70.37,70.31,21.16,66.51,6.72,658.62,onion
90.7,66.01,78.07,17.79,67.43,6.33,583.24,tomato
48.75,29.28,40.37,27.53,59.4,6.56,912.04,mango
89.97,53.17,52.28,19.96,63.31,5.31,587.04,maize
111.58,69.14,186.75,26.82,88.46,5.97,1422.54,banana
105.64,61.91,74.54,23.54,65.05,6.93,503.1,chilli
74.17,26.71,41.66,34.55,88.29,6.24,1847.23,rice
38.66,48.15,42.47,29.47,53.97,6.99,602.1,groundnut
33.07,27.98,30.15,9.06,46.32,6.84,414.16,chickpea
74.92,43.89,39.67,34.67,84.54,6.08,1724.44,rice
85.77,47.33,61.25,33.26,81.7,5.76,1278.71,rice
146.4,83.07,125.88,12.5,67.39,5.18,531.35,potato
117.77,51.03,37.07,17.46,56.03,7.84,681.59,wheat
94.26,45.71,68.4,24.21,61.78,6.97,628.41,tomato
153.7,91.31,125.47,18.89,61.62,5.42,533.14,potato
27.38,42.09,49.7,25.52,67.32,6.67,530.79,groundnut
73.05,61.96,77.19,21.66,76.05,6.13,595.65,onion
86.82,25.67,37.11,28.8,59.35,6.72,605.34,cotton
34.04,47.58,41.29,17.06,45.1,6.31,360.47,chickpea
73.74,47.97,45.59,29.61,79.06,5.83,1594.89,rice
87.56,48.11,50.77,16.87,55.6,7.03,769.63,wheat
107.67,67.29,47.42,33.56,59.28,6.38,655.56,chilli
93.64,69.12,71.82,26.43,55.2,6.46,485.32,tomato
134.64,56.0,53.88,26.76,77.96,7.66,1545.19,sugarcane
84.76,65.61,76.79,30.24,68.64,6.7,1124.3,turmeric
32.7,53.12,22.13,18.8,44.72,7.23,402.38,chickpea
64.29,37.58,48.38,24.32,81.1,6.14,1406.33,rice
16.53,47.45,38.32,19.65,45.27,6.8,279.23,chickpea
81.97,47.33,53.12,33.05,83.69,6.24,1393.5,rice
23.48,61.19,25.92,11.97,41.34,6.82,479.61,chickpea
106.41,48.59,32.12,32.62,66.46,6.43,635.25,maize
30.25,58.3,48.72,23.02,64.92,6.99,850.41,soybean
44.01,34.48,51.34,29.62,63.98,6.74,897.07,mango
78.61,62.87,72.01,28.41,70.21,6.92,1256.08,turmeric
76.29,34.46,42.6,32.33,76.83,6.38,1702.16,rice
175.84,52.22,172.98,30.8,76.69,6.9,1228.8,banana
87.77,54.85,66.38,30.22,77.86,7.79,1275.96,turmeric
66.47,44.7,36.86,28.13,63.0,6.61,745.64,cotton
45.93,41.46,30.11,29.52,71.82,6.84,1010.81,mango
94.57,46.74,39.03,27.11,47.22,6.96,782.34,cotton
87.77,50.44,72.83,29.99,69.85,6.64,1025.74,turmeric
78.12,49.73,75.94,28.07,75.48,6.26,503.92,chilli
30.02,42.17,58.61,31.21,61.08,6.53,486.84,groundnut
122.05,51.82,54.97,32.94,75.57,6.08,1492.75,sugarcane
127.63,55.75,74.83,21.82,67.52,6.43,630.35,tomato
62.55,24.8,46.62,26.13,53.74,6.24,1058.05,mango
48.42,44.24,35.79,32.61,55.6,6.07,922.21,mango
97.54,65.33,76.04,19.06,54.09,6.4,671.32,tomato
77.49,28.0,35.31,24.2,70.37,5.8,479.98,maize
35.62,52.94,36.74,22.54,64.81,6.84,717.59,soybean
114.62,45.49,47.89,24.44,63.17,6.53,567.19,maize
78.7,45.33,41.58,32.6,96.32,5.86,1326.04,rice
123.35,51.93,216.61,26.38,85.07,6.13,1112.2,banana
109.81,45.81,31.83,28.35,69.98,5.99,598.84,maize
107.37,88.13,66.04,23.25,68.69,6.32,544.01,tomato
80.21,50.11,40.56,29.88,81.69,6.02,1719.03,rice
89.76,45.89,39.16,25.73,66.63,6.32,591.86,cotton
95.01,42.83,32.26,22.4,63.39,5.0,531.17,maize
87.51,24.36,33.29,25.0,55.9,7.28,689.26,cotton
22.16,58.72,38.9,20.15,33.71,7.13,431.37,chickpea
61.53,34.52,40.89,28.87,56.07,6.75,1016.15,mango
86.02,38.23,54.36,25.85,58.62,6.93,623.07,maize
62.88,27.28,58.41,26.17,58.43,7.15,969.34,mango
120.1,56.6,89.49,18.21,77.62,6.76,760.36,onion
125.51,42.17,29.43,23.58,65.11,6.78,538.04,maize
45.11,17.32,48.58,29.85,45.67,6.15,766.89,mango
83.76,38.23,37.06,33.28,75.07,6.41,1419.88,rice
18.94,47.52,51.04,22.64,77.56,6.8,750.01,soybean
87.98,29.54,37.59,29.35,58.84,7.36,709.9,cotton
66.2,40.3,47.89,32.55,85.71,6.18,1703.24,rice
140.29,101.5,124.25,20.05,70.85,5.58,449.47,potato
22.64,62.13,50.39,25.94,72.38,6.39,621.58,soybean
181.29,64.39,220.56,24.65,89.39,6.24,1050.98,banana
98.53,71.39,73.29,24.06,73.84,6.42,617.79,tomato
131.94,52.35,60.31,25.92,84.43,7.28,1479.99,sugarcane
84.64,57.88,70.96,26.81,66.46,6.52,619.49,onion
130.33,75.34,134.31,20.87,71.02,5.29,553.4,potato
126.76,80.44,102.32,16.51,80.54,5.35,562.91,potato
59.08,40.85,44.74,34.26,63.09,6.68,946.8,mango
42.3,43.75,38.07,25.52,53.5,6.88,1024.57,mango
41.65,39.97,67.49,31.31,63.38,6.09,595.84,groundnut
33.57,39.62,39.09,21.33,41.73,6.87,440.29,chickpea
89.7,52.85,66.52,22.7,62.4,6.1,652.55,chilli
40.55,37.91,52.15,32.47,46.5,6.56,929.46,mango
101.17,47.69,73.63,18.39,72.15,6.3,515.0,onion
110.35,45.94,65.31,31.47,80.71,6.39,649.1,chilli
90.44,44.44,75.73,29.2,75.31,6.23,758.37,chilli
31.36,36.71,25.02,20.49,46.31,7.22,419.98,chickpea
31.24,60.31,37.89,14.14,44.05,6.44,429.73,chickpea
90.15,53.38,59.25,31.98,83.23,6.73,1291.7,turmeric
80.21,59.26,42.12,25.49,73.04,5.55,1283.17,rice
109.46,51.01,32.7,18.8,73.84,6.06,696.77,wheat
130.58,51.33,61.67,32.3,86.04,6.87,1366.4,sugarcane
86.16,49.45,40.57,29.89,74.68,6.23,1563.02,rice
18.7,48.4,43.03,28.42,68.27,6.53,579.89,groundnut
94.61,55.47,43.17,13.46,53.69,6.9,736.04,wheat
133.91,45.94,159.87,35.7,74.05,7.39,1144.41,banana
85.67,53.34,62.38,33.37,73.94,6.03,1239.93,turmeric
76.5,38.66,52.51,24.98,75.3,8.0,690.27,cotton
71.15,45.33,63.54,15.51,77.7,6.33,429.38,onion
83.11,52.77,77.71,17.05,76.54,6.78,559.02,onion
70.15,60.75,74.14,9.25,82.9,6.36,606.76,onion
151.14,55.14,43.05,30.65,73.15,7.07,1604.43,sugarcane
154.02,49.51,165.19,27.78,83.7,6.07,1248.69,banana
92.5,27.03,33.26,23.32,50.94,5.92,451.2,maize
94.22,96.1,130.2,20.18,69.86,5.9,522.57,potato
101.74,63.02,69.93,22.88,60.05,6.14,478.64,tomato
40.04,26.24,47.58,29.42,50.16,6.24,853.53,mango
67.0,38.37,38.99,31.1,73.36,6.32,694.75,cotton
70.75,46.92,36.9,26.77,76.28,6.16,1771.69,rice
54.89,25.74,50.3,33.2,63.03,5.6,1068.12,mango
40.28,59.35,53.75,24.21,52.61,6.36,646.88,groundnut
137.49,61.11,45.51,18.88,57.95,6.03,672.11,wheat
122.64,44.42,189.31,31.69,84.68,6.92,1270.99,banana
123.51,55.21,63.07,25.2,65.67,5.94,709.06,chilli
79.96,37.66,48.74,26.94,57.98,7.05,587.54,maize
37.14,64.03,50.84,22.43,66.63,6.09,681.13,soybean
84.74,38.1,52.19,25.17,80.49,6.2,1353.83,rice
72.01,41.38,36.54,29.02,92.65,6.08,1549.53,rice
114.5,89.52,124.09,21.73,72.69,5.85,495.61,potato
120.39,63.29,47.88,18.44,53.27,6.53,847.1,wheat
98.85,56.57,39.44,23.74,83.38,5.56,1664.63,rice
56.31,39.89,56.91,29.78,61.77,6.37,907.34,mango
157.24,78.87,136.45,19.85,75.58,4.88,480.76,potato
124.52,76.24,70.16,23.97,62.58,6.31,599.81,tomato
29.76,57.18,49.55,19.32,57.57,6.35,607.88,soybean
144.46,70.98,126.92,23.76,71.94,5.78,502.76,potato
94.52,59.47,38.81,17.0,55.54,6.19,622.12,wheat
106.31,56.53,58.17,36.55,83.3,6.51,1555.92,sugarcane
93.54,61.63,61.88,30.3,87.92,6.94,1442.06,turmeric
152.15,51.92,166.15,23.56,71.67,6.9,1133.07,banana
131.02,82.28,116.99,18.71,71.51,5.48,480.15,potato
82.51,60.23,77.79,24.65,66.01,6.01,666.9,onion
111.79,77.98,93.0,22.14,58.55,6.17,685.54,tomato
144.36,63.86,167.24,27.54,86.35,6.36,1252.54,banana
109.1,50.49,38.54,14.31,50.94,7.03,677.81,wheat
25.84,51.34,50.51,22.28,38.97,7.78,403.93,chickpea
90.35,49.69,38.71,29.58,64.44,6.41,612.02,maize
124.7,56.7,72.97,28.64,78.84,6.71,1685.61,sugarcane
29.96,61.27,53.72,26.15,65.04,6.72,599.8,soybean
25.75,54.82,52.92,28.2,62.71,6.6,591.04,groundnut
148.22,58.03,186.69,31.22,88.03,6.83,1258.3,banana
99.51,87.98,75.76,15.25,59.46,6.12,540.02,tomato
80.63,47.6,33.38,26.89,55.94,6.96,641.69,cotton
51.7,23.65,52.26,26.03,65.78,6.56,885.19,mango
89.97,58.5,62.08,22.18,82.53,6.13,1148.56,turmeric
131.57,84.52,121.7,18.8,64.36,6.16,538.42,potato
98.95,50.88,91.82,22.78,57.83,6.63,689.19,onion
154.31,54.1,151.98,27.02,89.01,6.31,1343.38,banana
27.71,51.31,48.29,22.21,58.87,6.67,707.82,groundnut
79.88,29.85,22.02,24.37,68.35,6.8,683.07,cotton
123.42,44.7,44.7,10.08,55.35,7.46,605.21,wheat
66.7,43.58,48.26,27.96,91.94,5.64,1597.58,rice
84.33,66.39,76.41,25.07,66.99,6.52,1281.43,turmeric
113.7,45.1,51.22,26.71,66.55,6.74,549.6,chilli
109.73,67.77,103.77,20.16,70.37,5.65,481.6,potato
103.09,54.02,68.19,18.73,59.49,6.29,583.57,onion
98.54,54.16,46.14,27.54,76.5,5.91,1817.75,rice
21.62,70.96,42.84,22.05,68.33,7.05,506.68,soybean
36.01,54.83,33.54,23.26,38.73,6.15,381.64,chickpea
81.75,67.39,44.8,27.17,88.26,6.12,1684.02,rice
132.92,85.2,155.79,22.1,70.53,5.72,447.29,potato
129.43,77.38,85.67,31.75,71.45,6.59,501.56,tomato
22.64,68.17,60.22,27.47,72.39,6.8,606.14,groundnut
43.65,49.84,36.09,23.07,36.42,6.5,449.97,chickpea
105.57,50.73,48.3,23.36,55.36,6.25,588.05,maize
64.76,46.79,54.58,30.15,57.46,7.14,855.75,mango
112.83,50.07,40.87,11.84,53.35,6.68,754.03,wheat
116.88,54.02,187.23,29.49,73.27,6.58,875.0,banana
74.13,32.5,61.54,30.13,68.78,5.91,1070.64,turmeric
101.77,57.14,54.25,28.64,59.98,6.83,582.8,chilli
91.57,39.02,30.04,26.63,57.21,6.11,601.91,cotton
133.99,49.43,186.38,33.04,82.76,6.28,1263.7,banana
101.34,57.52,85.17,20.86,72.3,6.62,645.91,onion
90.24,49.44,47.36,26.16,77.39,6.0,1565.96,rice
125.49,51.65,62.19,29.16,72.98,5.93,1351.07,sugarcane
135.29,63.32,159.65,32.74,88.4,7.35,1388.82,banana
133.19,50.53,65.29,31.46,84.73,7.11,1573.69,sugarcane
41.26,51.14,59.87,26.97,78.73,6.38,680.38,soybean
24.23,62.14,54.95,23.76,50.88,6.53,497.37,chickpea
33.3,61.25,46.43,28.41,54.42,6.4,628.25,groundnut
116.79,60.73,79.73,35.22,69.1,7.07,1400.53,sugarcane
113.44,56.95,67.74,32.78,81.09,6.56,1607.18,sugarcane
32.66,39.4,44.78,32.84,64.74,6.75,584.1,groundnut
38.55,49.39,46.15,25.29,64.42,6.41,557.31,groundnut
88.33,55.86,64.26,31.55,87.03,5.86,1270.53,turmeric
66.28,32.9,51.69,27.61,78.32,6.26,1478.88,rice
111.51,55.31,48.98,18.75,66.09,6.38,713.59,wheat
108.82,52.63,86.92,12.01,59.64,6.52,574.5,onion
74.47,29.58,42.66,29.13,62.99,6.81,672.06,cotton
27.47,61.11,66.23,25.26,63.55,6.54,668.49,soybean
135.75,47.98,177.55,27.82,71.33,6.98,1260.75,banana
129.37,52.21,190.12,26.17,78.01,6.19,1256.06,banana
70.38,42.41,37.78,18.57,75.41,6.57,598.83,maize
52.59,41.05,46.78,28.82,55.2,7.49,933.42,mango
80.1,52.38,38.29,23.33,55.22,6.05,472.41,maize
34.82,45.46,45.37,29.87,67.19,6.59,579.05,soybean
104.18,40.86,25.79,32.16,57.52,5.97,643.98,maize
48.19,33.77,51.76,28.11,66.01,6.72,778.53,mango
95.47,81.57,113.96,20.48,74.65,5.13,488.66,potato
117.59,65.85,46.05,13.56,65.22,7.37,1000.0,wheat
107.31,57.97,46.83,20.25,47.61,6.64,819.48,wheat
85.0,59.73,88.38,17.5,73.99,6.37,637.69,onion
57.96,26.54,39.79,28.13,62.92,7.29,884.1,mango
23.65,51.45,39.95,17.49,46.51,7.14,419.71,chickpea
73.47,41.65,30.69,26.58,67.35,5.6,1752.08,rice
104.57,51.4,70.03,28.93,66.94,6.25,620.64,chilli
73.91,61.69,65.08,33.97,68.54,7.01,1362.98,turmeric
32.06,48.63,30.67,23.18,48.48,6.62,385.43,chickpea
57.53,50.22,25.08,28.23,59.92,6.16,843.65,mango
104.19,52.15,42.43,22.8,59.7,5.85,580.24,maize
137.49,85.46,121.65,21.72,66.73,4.83,535.34,potato
27.36,62.09,41.07,25.17,56.11,6.23,678.66,soybean
27.73,42.74,35.76,21.0,48.84,6.15,399.13,chickpea
39.82,43.67,54.52,26.65,63.94,6.27,493.98,soybean
153.03,42.49,49.12,16.85,60.79,6.92,626.68,wheat
130.66,54.87,62.09,20.91,71.11,6.3,512.79,tomato
40.12,42.83,53.37,24.93,68.88,6.75,573.43,groundnut
38.95,37.47,38.46,32.82,69.33,7.32,949.58,mango
100.25,55.63,42.58,19.3,52.99,6.06,656.72,wheat
37.25,61.3,38.39,26.12,68.96,6.45,531.72,groundnut
150.78,65.2,46.34,35.79,79.89,6.81,1742.22,sugarcane
38.83,20.77,45.57,30.97,69.11,6.8,1096.97,mango
122.63,52.23,24.33,16.09,47.21,6.14,576.26,wheat
35.08,61.97,45.92,24.5,54.74,6.9,522.14,groundnut
92.91,56.82,57.32,23.38,64.96,6.2,679.06,chilli
97.49,60.73,32.86,15.13,59.47,6.51,676.4,wheat
41.5,57.74,49.27,27.52,63.96,6.74,621.74,soybean
57.88,56.5,33.6,27.37,79.82,6.15,1280.38,rice
96.97,45.89,69.29,22.76,59.58,6.44,622.06,chilli
118.35,40.96,181.11,22.33,86.95,6.76,1444.8,banana
20.26,60.67,46.22,28.21,59.97,6.48,679.97,soybean
114.34,95.87,58.24,26.2,69.9,6.5,551.23,tomato
86.69,35.0,27.17,28.38,69.08,6.72,632.56,maize
107.77,68.54,58.44,22.76,64.02,6.62,553.49,tomato
111.64,64.96,44.46,15.23,58.42,6.58,630.54,wheat
50.39,28.7,33.02,24.98,58.09,6.65,1086.87,mango
97.42,67.38,76.16,21.56,66.57,6.51,579.68,tomato
92.9,45.45,38.16,22.77,64.57,7.06,582.12,maize
44.99,35.47,50.06,28.89,73.34,6.5,1029.19,mango
103.19,33.82,36.33,35.6,70.83,6.16,738.71,cotton
94.37,42.27,36.35,16.29,63.34,6.98,535.54,maize
121.76,53.15,48.7,26.79,70.43,6.7,1339.04,sugarcane
135.3,70.03,157.62,21.88,64.56,4.82,465.62,potato
80.81,50.09,84.99,16.19,70.11,6.64,731.28,onion
90.2,54.14,54.35,22.05,67.72,6.78,553.34,chilli
103.49,67.08,40.43,18.68,77.69,6.51,658.21,chilli
30.22,54.75,54.6,21.95,55.37,6.24,538.8,groundnut
93.99,37.06,35.71,29.52,54.44,6.83,712.15,cotton
84.71,43.85,48.66,25.85,69.69,6.76,760.7,chilli
106.1,40.27,35.64,27.69,61.04,6.5,599.92,maize
84.74,58.17,65.46,19.93,62.34,6.75,608.77,onion
81.88,38.8,29.08,34.47,68.93,6.9,659.53,cotton
107.43,44.75,56.17,29.74,68.95,6.51,650.79,chilli
108.69,36.56,38.75,27.77,53.84,7.81,647.23,cotton
89.5,33.86,26.54,32.47,73.96,5.94,1365.98,rice
127.09,58.04,195.4,31.44,81.93,6.22,1333.68,banana
70.59,54.51,67.51,27.43,73.38,5.84,1267.13,turmeric
35.61,55.1,55.54,26.42,57.1,6.57,708.8,soybean
35.37,41.91,41.82,31.87,59.92,6.65,863.58,mango
35.51,68.0,48.96,25.16,61.83,6.61,700.05,soybean
35.67,35.83,48.76,31.14,61.34,6.58,925.45,mango
105.18,58.62,63.15,24.27,71.74,6.74,1552.46,sugarcane
92.4,53.63,72.24,21.17,81.63,6.3,1149.08,turmeric
80.96,45.85,43.6,29.29,48.71,6.98,641.01,cotton
86.54,64.99,72.83,22.28,64.32,6.35,632.29,tomato
64.41,44.42,40.31,27.72,60.34,6.54,840.8,mango
86.71,32.5,77.18,18.74,72.47,6.39,732.42,onion
42.57,49.78,52.49,27.11,59.97,6.51,452.85,groundnut
97.07,69.73,70.12,27.24,73.97,6.59,599.34,chilli
70.89,37.06,35.41,21.89,54.82,6.91,688.5,cotton
86.02,48.15,78.89,30.56,71.24,5.9,1301.31,turmeric
129.34,61.57,170.7,28.56,91.41,5.85,1207.34,banana
84.73,69.71,65.83,27.3,64.27,6.75,535.67,chilli
113.78,64.52,54.42,23.74,54.07,6.1,598.45,tomato
31.2,54.86,65.86,23.33,63.28,6.67,605.36,soybean
121.37,47.71,64.66,33.09,83.37,7.03,1479.97,sugarcane
78.99,61.92,88.95,25.2,64.74,6.19,604.24,onion
121.44,95.88,117.71,17.16,76.85,5.92,472.87,potato
94.64,52.48,44.25,35.97,84.83,6.1,1589.38,rice
137.58,55.38,61.7,20.51,75.17,6.49,1401.14,sugarcane
129.31,77.26,59.23,24.7,60.06,6.26,488.57,tomato
85.68,46.37,31.3,25.37,66.13,5.75,637.23,maize
41.26,36.13,47.17,33.08,75.58,7.24,770.43,mango
163.81,92.33,134.61,18.35,71.01,5.75,565.72,potato
19.0,50.06,52.07,18.8,51.98,6.93,447.79,chickpea
114.15,87.59,114.78,16.22,72.98,5.72,499.95,potato
118.49,45.29,49.39,23.24,83.74,6.48,724.57,chilli
109.66,69.14,70.7,30.12,55.74,6.26,723.29,tomato
135.38,39.04,41.48,32.68,74.08,6.38,1690.63,sugarcane
92.56,54.16,53.4,28.25,61.19,6.18,591.11,chilli
76.98,42.09,43.57,29.18,82.52,6.11,1838.13,rice
38.32,54.21,44.29,28.36,63.41,6.66,645.62,soybean
84.93,46.39,37.14,31.48,78.9,6.03,2112.02,rice
71.65,61.09,35.08,29.82,86.46,6.1,1562.94,rice
32.38,51.25,55.94,25.79,50.87,6.75,529.8,groundnut
108.85,60.58,69.19,29.25,68.74,6.51,672.2,tomato
93.03,55.05,80.46,20.27,60.5,6.12,678.97,onion
97.54,40.93,42.66,21.96,58.8,6.86,671.94,cotton
97.87,49.89,43.46,35.6,53.08,6.59,581.11,cotton
37.43,53.34,26.49,18.29,62.28,6.89,418.39,chickpea
63.84,50.08,66.32,26.43,77.2,7.37,1207.55,turmeric
101.27,53.6,79.75,27.48,64.7,6.41,639.24,chilli
41.02,32.54,41.23,30.52,59.03,6.13,935.42,mango
114.5,67.17,59.4,22.84,56.11,6.18,690.42,tomato
93.96,40.81,40.42,23.09,61.22,5.74,632.89,maize
88.54,53.66,88.63,18.36,69.19,6.47,603.9,onion
84.38,65.22,58.4,28.35,75.77,6.39,1442.42,turmeric
120.59,73.81,78.07,35.72,75.43,7.66,1555.25,sugarcane
119.61,55.92,41.79,12.63,56.75,6.47,481.01,wheat
66.1,32.66,48.89,38.87,91.15,6.14,1718.95,rice
26.93,49.76,40.01,23.41,57.42,6.67,679.59,soybean
85.0,49.96,97.09,24.54,79.49,6.75,1319.66,turmeric
22.69,55.68,36.65,19.59,41.97,6.44,436.2,chickpea
91.9,62.43,87.41,21.78,62.17,6.55,709.46,onion
62.9,34.89,47.15,29.23,81.35,6.0,1669.52,rice
31.3,69.22,35.52,24.91,65.53,6.74,676.61,soybean
54.39,32.0,43.07,31.84,63.24,6.34,827.3,mango
40.27,34.64,36.23,29.43,65.8,7.36,829.81,mango
107.4,56.1,53.95,31.83,71.97,6.46,1196.85,sugarcane
85.39,60.64,70.53,31.27,64.76,6.94,1333.6,turmeric
47.11,37.91,40.23,23.07,64.29,7.17,973.73,mango
117.93,56.69,47.19,25.63,81.65,7.73,1571.64,sugarcane
76.38,36.6,34.41,33.43,79.58,6.09,1590.62,rice
40.09,50.4,53.47,28.14,62.92,6.28,629.29,soybean
106.63,40.87,34.81,32.63,59.75,7.11,695.72,cotton
50.03,53.1,47.43,22.96,49.67,6.95,344.9,chickpea
89.63,63.03,69.06,24.17,72.36,6.71,705.5,chilli
45.61,39.48,53.88,31.89,48.16,6.33,949.66,mango
16.96,47.31,38.5,23.71,29.47,6.77,425.68,chickpea
21.93,51.91,51.32,22.17,57.67,6.52,522.77,soybean
103.89,52.01,64.22,25.29,81.17,6.65,1674.01,sugarcane
41.1,23.68,52.0,27.26,48.17,6.25,880.28,mango
36.51,51.53,56.93,28.36,64.98,6.75,638.78,groundnut
91.4,56.85,36.16,25.05,74.64,5.94,1693.27,rice
104.02,57.05,54.3,25.44,74.87,6.68,603.68,chilli
33.66,56.29,48.46,27.18,67.81,6.62,703.69,soybean
37.07,62.68,44.81,25.79,59.32,6.75,591.25,soybean
89.95,51.91,43.32,15.8,53.36,6.72,691.91,wheat
82.83,43.13,52.55,30.59,87.09,6.17,1834.69,rice
92.73,49.91,38.27,27.24,58.06,7.06,617.17,cotton
75.88,53.41,42.53,28.42,65.07,5.79,636.12,maize
70.82,38.28,29.15,29.68,76.61,6.66,651.33,maize
74.26,45.76,52.18,23.23,73.33,6.04,1610.18,rice
149.13,46.11,68.32,32.69,71.41,7.49,1534.73,sugarcane
33.78,52.89,39.17,20.24,34.47,6.53,402.52,chickpea
86.32,44.17,67.75,38.09,83.14,6.87,1496.8,sugarcane
98.63,68.89,42.2,27.45,50.79,6.49,726.57,chilli
79.84,28.41,43.57,28.5,53.8,6.8,867.82,cotton
52.17,43.86,44.13,21.87,62.09,6.41,393.78,maize
149.84,48.55,74.17,36.31,65.31,6.78,1440.05,sugarcane
76.43,55.93,78.58,31.02,92.07,6.55,1220.28,turmeric
83.41,62.83,89.29,20.29,75.41,6.0,790.79,onion
44.18,60.3,41.85,20.7,68.61,6.5,536.01,soybean
94.6,40.29,47.96,19.98,64.11,7.18,1348.35,turmeric
47.5,47.37,42.47,35.02,69.28,7.79,787.87,cotton
84.2,38.34,39.77,31.57,80.17,6.43,1520.07,rice
136.52,49.86,45.11,24.82,72.81,6.95,1672.83,sugarcane
94.16,64.17,96.21,23.38,83.25,6.36,587.41,onion
107.51,52.66,194.04,29.25,92.33,6.61,1019.39,banana
31.57,50.88,42.88,23.3,70.65,6.48,617.87,soybean
85.99,46.46,26.63,25.2,55.85,6.81,774.01,cotton
148.31,93.35,116.9,19.48,68.68,6.09,516.64,potato
127.77,54.68,158.94,27.55,75.07,6.13,1131.63,banana
90.95,60.02,46.7,18.94,47.54,6.84,581.69,wheat
85.58,45.57,45.87,24.59,83.56,5.65,1577.75,rice
80.16,59.52,76.68,28.77,71.04,6.51,711.49,onion
30.83,38.92,29.91,25.41,42.7,6.97,345.39,chickpea
140.64,66.52,60.39,24.55,54.84,6.74,705.27,tomato
83.77,44.78,49.54,28.28,71.42,6.32,1418.85,rice
66.91,22.5,43.65,36.15,90.24,6.05,1501.67,rice
135.3,62.62,181.86,33.53,77.76,6.46,1137.03,banana
107.57,34.01,33.32,21.51,51.84,6.55,687.88,maize
35.99,33.2,56.01,34.9,53.34,6.53,938.58,mango
49.55,22.81,43.45,32.94,54.88,7.06,940.38,mango
136.98,49.4,176.43,30.86,70.5,5.63,1361.78,banana
40.3,44.96,54.54,29.33,77.56,6.73,828.12,mango
85.46,45.05,39.77,28.03,81.95,5.91,1548.24,rice
40.76,60.96,41.08,14.21,37.11,5.97,345.82,chickpea
53.09,32.02,49.42,30.42,58.26,6.57,915.35,mango
99.39,63.19,75.03,21.47,67.48,6.45,769.31,chilli
111.08,53.28,60.6,25.61,70.16,6.11,663.97,chilli
77.52,44.44,46.38,29.26,74.15,6.1,1722.12,rice
78.79,43.27,40.04,25.15,51.26,6.27,718.79,cotton
79.72,58.29,52.88,26.56,78.74,6.12,1400.32,rice
75.81,57.34,94.19,29.62,78.45,5.81,1340.55,turmeric
75.85,49.75,56.69,29.27,84.05,5.89,1430.03,rice
102.12,72.79,48.4,23.73,63.49,6.16,620.3,tomato
128.74,60.85,42.26,15.93,39.81,6.35,891.14,wheat
75.66,55.66,50.34,27.4,88.12,6.53,1153.16,turmeric
118.87,49.57,41.28,15.81,49.08,6.75,678.44,wheat
66.91,45.01,29.99,27.38,67.07,6.49,923.42,mango
129.61,43.47,202.97,26.53,83.04,6.47,1043.68,banana
31.82,61.76,44.77,23.22,67.54,6.71,632.64,soybean
58.36,24.17,30.4,26.88,56.94,7.1,900.46,mango
28.01,60.81,45.39,29.65,53.89,6.2,742.6,groundnut
130.9,61.3,47.96,13.88,54.4,6.64,599.44,wheat
107.06,62.95,42.18,19.39,52.61,6.36,687.67,wheat
137.0,53.38,186.18,22.47,79.98,6.63,1214.5,banana
22.2,50.41,51.22,31.12,65.37,6.61,608.3,soybean
33.13,66.11,49.86,24.45,67.46,6.49,611.05,soybean
85.79,32.95,31.8,30.45,66.34,7.3,851.53,cotton
87.97,40.5,34.8,28.81,53.04,7.64,636.57,cotton
155.65,46.47,180.43,24.68,87.5,6.57,1525.12,banana
139.6,58.39,67.54,19.89,67.79,7.13,1274.21,sugarcane
63.29,29.34,54.57,31.59,64.75,6.72,843.59,mango
26.92,62.57,45.19,24.31,76.32,6.63,774.7,soybean
73.59,48.66,53.78,27.69,87.0,5.68,1408.71,rice
